;1;2;4;8;16;32;64;128;
100000;1.479400e-02;6.543000e-03;3.852000e-03;4.685000e-03;3.912000e-03;1.920800e-02;1.339200e-01;1.658750e-01;
200000;2.275100e-02;1.180700e-02;6.810000e-03;5.109000e-03;5.079000e-03;6.953000e-03;1.012340e-01;1.377300e-01;
300000;3.580800e-02;2.313100e-02;1.028500e-02;7.121000e-03;1.069300e-02;9.063000e-03;1.769260e-01;2.177700e-01;
400000;4.706300e-02;2.408900e-02;1.328700e-02;8.763000e-03;8.507000e-03;1.684900e-02;2.265750e-01;2.011340e-01;
500000;6.116100e-02;3.523600e-02;2.152000e-02;1.116400e-02;1.422400e-02;1.448400e-02;2.356650e-01;3.409950e-01;
600000;7.214500e-02;3.780100e-02;2.082700e-02;1.398500e-02;1.407100e-02;3.864900e-02;2.050610e-01;1.826000e-01;
700000;8.485200e-02;4.330700e-02;2.394900e-02;1.611400e-02;1.489700e-02;1.543100e-02;2.374990e-01;3.006810e-01;
800000;9.728300e-02;4.978100e-02;2.889700e-02;1.991200e-02;1.751000e-02;2.975500e-02;1.992530e-01;3.283850e-01;
900000;1.152590e-01;5.657000e-02;3.953100e-02;2.316800e-02;1.869700e-02;2.044400e-02;2.837080e-01;3.760560e-01;
1000000;1.310340e-01;6.348700e-02;3.508500e-02;2.371800e-02;2.166200e-02;2.279000e-02;1.753480e-01;3.109790e-01;
