;1;2;4;8;16;32;64;128;
2800000;3.159500e-01;1.662670e-01;9.174800e-02;5.999000e-02;6.212900e-02;7.134300e-02;1.038410e-01;2.214150e-01;
2900000;3.341700e-01;1.721010e-01;9.566200e-02;6.379600e-02;6.536600e-02;6.344300e-02;1.078400e-01;3.063710e-01;
3000000;3.433180e-01;1.800550e-01;9.903000e-02;7.246800e-02;5.576300e-02;6.595900e-02;1.270240e-01;2.280500e-01;
3100000;3.590940e-01;1.849120e-01;1.027160e-01;6.891000e-02;6.995900e-02;6.740600e-02;8.857500e-02;1.884940e-01;
3200000;3.662000e-01;1.888170e-01;1.051810e-01;7.142000e-02;7.271800e-02;7.660200e-02;1.000930e-01;2.561970e-01;
3300000;3.816780e-01;1.966450e-01;1.094580e-01;6.915500e-02;6.384300e-02;7.832400e-02;1.079120e-01;2.150620e-01;
3400000;3.939230e-01;2.057660e-01;1.135040e-01;7.304800e-02;6.155000e-02;7.494900e-02;1.104940e-01;2.668440e-01;
3500000;4.064730e-01;2.102460e-01;1.169680e-01;7.571000e-02;7.486000e-02;7.793800e-02;1.311150e-01;2.551690e-01;
3600000;4.209040e-01;2.169260e-01;1.212270e-01;8.225500e-02;7.485500e-02;8.709700e-02;1.127130e-01;2.482260e-01;
3700000;4.327800e-01;2.324950e-01;1.252120e-01;7.978200e-02;7.465900e-02;7.564200e-02;9.772300e-02;2.551360e-01;
3800000;4.479260e-01;2.307180e-01;1.274230e-01;8.680700e-02;8.060800e-02;7.933900e-02;1.110900e-01;1.953550e-01;
3900000;4.505850e-01;2.339870e-01;1.306750e-01;8.679900e-02;8.657800e-02;9.370700e-02;1.137950e-01;3.319670e-01;
4000000;4.668160e-01;2.409690e-01;1.334170e-01;9.032800e-02;7.820200e-02;8.662000e-02;1.368050e-01;2.406130e-01;
4100000;4.920170e-01;2.537850e-01;1.383190e-01;9.085000e-02;8.674700e-02;8.453700e-02;1.149870e-01;2.166850e-01;
4200000;4.959040e-01;2.539820e-01;1.405630e-01;9.309900e-02;8.253800e-02;9.011300e-02;1.059470e-01;2.045520e-01;
4300000;5.012060e-01;2.594490e-01;1.436990e-01;9.095400e-02;9.064100e-02;1.031940e-01;1.464000e-01;2.340440e-01;
4400000;5.125490e-01;2.733020e-01;1.534600e-01;9.943800e-02;9.412400e-02;1.016460e-01;1.230740e-01;1.966550e-01;
4500000;5.284010e-01;2.760060e-01;1.512810e-01;9.769700e-02;8.566900e-02;9.706900e-02;1.090350e-01;2.650710e-01;
4600000;5.481280e-01;2.826870e-01;1.671030e-01;1.103110e-01;1.211330e-01;1.162760e-01;1.516490e-01;2.567990e-01;
4700000;5.573700e-01;2.911320e-01;1.600900e-01;1.037930e-01;9.523400e-02;1.018950e-01;1.486970e-01;2.613430e-01;
4800000;5.676990e-01;2.918130e-01;1.637180e-01;1.071930e-01;1.009150e-01;1.141880e-01;1.316270e-01;3.374530e-01;
4900000;5.796030e-01;3.079950e-01;1.658430e-01;1.120510e-01;1.034960e-01;9.684000e-02;1.183100e-01;2.663670e-01;
5000000;5.922550e-01;3.062780e-01;1.695730e-01;1.103420e-01;9.266000e-02;1.127530e-01;1.375270e-01;2.216140e-01;
5100000;6.052880e-01;3.215550e-01;1.722540e-01;1.148810e-01;1.111560e-01;1.091450e-01;1.630640e-01;2.563710e-01;
5200000;6.160300e-01;3.244310e-01;1.753750e-01;1.163060e-01;1.001990e-01;1.272130e-01;1.633420e-01;2.674280e-01;
5300000;6.359840e-01;3.313310e-01;1.974510e-01;1.303160e-01;1.055990e-01;1.147470e-01;1.426230e-01;2.792720e-01;
5400000;6.525710e-01;3.426190e-01;1.889290e-01;1.297880e-01;1.300320e-01;1.224540e-01;1.776310e-01;2.279970e-01;
5500000;6.581070e-01;3.421650e-01;1.904740e-01;1.208940e-01;1.238270e-01;1.240560e-01;1.523760e-01;2.332780e-01;
5600000;6.879660e-01;3.485600e-01;1.941000e-01;1.304090e-01;1.226110e-01;1.000860e-01;1.263420e-01;2.061290e-01;
5700000;6.883040e-01;3.558900e-01;2.005020e-01;1.412450e-01;1.197050e-01;1.277190e-01;1.644260e-01;2.106010e-01;
5800000;7.143300e-01;3.602330e-01;1.979520e-01;1.330420e-01;1.254510e-01;1.279530e-01;1.430120e-01;2.631630e-01;
5900000;7.143750e-01;3.699430e-01;2.048050e-01;1.329760e-01;1.173920e-01;1.445240e-01;1.768560e-01;2.789820e-01;
6000000;7.175550e-01;3.722390e-01;2.037080e-01;1.275310e-01;1.192050e-01;1.410490e-01;1.638670e-01;2.755590e-01;
6100000;7.426750e-01;3.800380e-01;2.105940e-01;1.389910e-01;1.188420e-01;1.274510e-01;1.533670e-01;2.652230e-01;
6200000;7.628260e-01;3.908140e-01;2.131690e-01;1.331430e-01;1.376010e-01;1.471200e-01;1.740010e-01;2.700870e-01;
6300000;7.594680e-01;3.945700e-01;2.257450e-01;1.490320e-01;1.298430e-01;1.484580e-01;1.800350e-01;2.840320e-01;
6400000;7.695580e-01;4.021480e-01;2.200180e-01;1.439210e-01;1.209740e-01;1.468140e-01;1.538950e-01;2.563710e-01;
6500000;7.792760e-01;4.027200e-01;2.228970e-01;1.374020e-01;1.393510e-01;1.334190e-01;1.552040e-01;2.524870e-01;
6600000;8.183360e-01;4.133500e-01;2.275930e-01;1.519410e-01;1.250250e-01;1.403880e-01;1.559620e-01;2.501040e-01;
6700000;8.142960e-01;4.335700e-01;2.335840e-01;1.527470e-01;1.247590e-01;1.404240e-01;1.834970e-01;2.727000e-01;
6800000;8.203020e-01;4.231220e-01;2.338800e-01;1.498840e-01;1.271640e-01;1.330450e-01;1.615520e-01;2.394930e-01;
6900000;8.280370e-01;4.292170e-01;2.365060e-01;1.453010e-01;1.365660e-01;1.622650e-01;1.801450e-01;2.686460e-01;
7000000;8.439780e-01;4.364850e-01;2.403420e-01;1.490140e-01;1.434320e-01;1.517480e-01;1.663870e-01;2.608790e-01;
7100000;8.548420e-01;4.404200e-01;2.424170e-01;1.482040e-01;1.403800e-01;1.547560e-01;1.928340e-01;2.477940e-01;
7200000;8.796310e-01;4.541540e-01;2.521460e-01;1.662680e-01;1.410290e-01;1.513180e-01;1.892870e-01;2.437210e-01;
7300000;8.961950e-01;4.580910e-01;2.533010e-01;1.568740e-01;1.413500e-01;1.604020e-01;1.744450e-01;2.472420e-01;
7400000;9.003950e-01;4.701810e-01;2.598380e-01;1.625160e-01;1.404490e-01;1.597660e-01;1.724930e-01;3.734290e-01;
7500000;9.094090e-01;4.813770e-01;2.608460e-01;1.732390e-01;1.411000e-01;1.903240e-01;2.106820e-01;3.545470e-01;
7600000;9.291480e-01;4.792420e-01;2.651360e-01;1.745630e-01;1.433310e-01;1.514210e-01;1.655630e-01;2.893710e-01;
7700000;9.308720e-01;4.789860e-01;2.661480e-01;1.687600e-01;1.511550e-01;1.643090e-01;1.938440e-01;2.839010e-01;
7800000;9.725750e-01;5.019780e-01;2.731120e-01;1.844340e-01;1.624330e-01;1.812610e-01;2.010880e-01;2.566840e-01;
7900000;9.743950e-01;5.057400e-01;2.763770e-01;1.829700e-01;1.568920e-01;1.798030e-01;1.977820e-01;3.012970e-01;
8000000;9.815750e-01;5.078860e-01;2.789400e-01;1.858910e-01;1.536280e-01;1.543470e-01;1.802940e-01;2.722060e-01;
8100000;9.856610e-01;5.099120e-01;2.813640e-01;1.948620e-01;1.559870e-01;1.907240e-01;1.878700e-01;2.545360e-01;
8200000;1.101912e+00;5.230810e-01;2.849070e-01;1.741540e-01;1.704150e-01;2.040210e-01;2.854890e-01;2.791510e-01;
8300000;1.017927e+00;5.302080e-01;3.347510e-01;1.896980e-01;1.524490e-01;1.723090e-01;2.296200e-01;2.783200e-01;
8400000;1.035182e+00;5.378770e-01;3.031040e-01;2.117510e-01;2.080390e-01;2.266240e-01;2.246880e-01;3.565040e-01;
8500000;1.040947e+00;5.364820e-01;2.956100e-01;1.848290e-01;1.566460e-01;1.713820e-01;2.106050e-01;3.401400e-01;
8600000;1.052885e+00;5.442780e-01;2.977770e-01;2.021680e-01;2.022070e-01;2.079560e-01;2.190430e-01;3.655990e-01;
8700000;1.072921e+00;5.565130e-01;3.065010e-01;2.040310e-01;1.631330e-01;1.826170e-01;2.103310e-01;2.420090e-01;
8800000;1.088686e+00;5.597510e-01;3.085230e-01;1.933270e-01;1.731060e-01;2.080640e-01;2.244130e-01;2.878620e-01;
8900000;1.120780e+00;5.645310e-01;3.107810e-01;2.009110e-01;1.842640e-01;1.920030e-01;2.391940e-01;3.320900e-01;
9000000;1.102463e+00;5.826490e-01;3.126230e-01;2.008800e-01;1.723670e-01;1.867880e-01;2.018800e-01;2.915670e-01;
9100000;1.150809e+00;5.856330e-01;3.232010e-01;2.126480e-01;1.845560e-01;2.073640e-01;2.764880e-01;2.906370e-01;
9200000;1.133556e+00;5.885610e-01;3.218810e-01;2.065090e-01;1.714440e-01;1.910160e-01;2.092540e-01;3.148530e-01;
9300000;1.152603e+00;5.986860e-01;3.296970e-01;2.208440e-01;2.091650e-01;2.423750e-01;3.202610e-01;3.455950e-01;
9400000;1.163554e+00;6.000110e-01;3.325020e-01;2.060610e-01;2.015500e-01;2.240930e-01;2.666250e-01;3.443430e-01;
9500000;1.173987e+00;6.174240e-01;3.398890e-01;2.163520e-01;1.959080e-01;2.259470e-01;4.088460e-01;3.841500e-01;
9600000;1.190811e+00;6.205610e-01;3.426870e-01;2.406360e-01;1.940680e-01;2.424660e-01;2.501820e-01;3.815010e-01;
9700000;1.188707e+00;6.142590e-01;3.399320e-01;2.127880e-01;1.997400e-01;2.219060e-01;3.541410e-01;2.785160e-01;
9800000;1.205407e+00;6.246740e-01;3.418870e-01;2.229450e-01;1.797990e-01;2.073140e-01;2.261820e-01;2.861780e-01;
9900000;1.212200e+00;6.286220e-01;3.459200e-01;2.212180e-01;1.820450e-01;2.307610e-01;2.622520e-01;3.511430e-01;
10000000;1.249052e+00;6.489060e-01;3.568450e-01;2.331590e-01;2.176050e-01;2.510190e-01;2.554880e-01;5.333180e-01;
10100000;1.249530e+00;6.490180e-01;3.622220e-01;2.535500e-01;2.074340e-01;2.413580e-01;3.065950e-01;3.617040e-01;
10200000;1.257175e+00;6.507490e-01;3.597520e-01;2.204740e-01;2.053700e-01;2.092230e-01;2.285670e-01;3.234740e-01;
10300000;1.279501e+00;6.625400e-01;3.631200e-01;2.384220e-01;2.270240e-01;2.156420e-01;2.532050e-01;3.179360e-01;
10400000;1.348320e+00;6.637150e-01;3.641660e-01;2.385750e-01;2.212620e-01;2.184080e-01;2.644150e-01;3.045450e-01;
10500000;1.301389e+00;6.734120e-01;3.733080e-01;2.356940e-01;2.295710e-01;2.643030e-01;2.681610e-01;3.598820e-01;
10600000;1.317833e+00;7.005050e-01;3.797950e-01;2.445310e-01;2.616030e-01;2.531210e-01;3.112350e-01;4.531660e-01;
10700000;1.336894e+00;6.900540e-01;3.869770e-01;2.663320e-01;2.350770e-01;2.503570e-01;2.369190e-01;3.062010e-01;
10800000;1.355918e+00;7.054410e-01;3.962450e-01;2.403090e-01;2.185890e-01;2.550410e-01;2.669650e-01;3.702760e-01;
10900000;1.367661e+00;7.080690e-01;3.956080e-01;2.732540e-01;2.624810e-01;2.898920e-01;2.828310e-01;3.568440e-01;
11000000;1.377325e+00;7.398680e-01;3.983470e-01;2.484150e-01;2.286480e-01;2.509740e-01;3.057400e-01;3.779260e-01;
11100000;1.421833e+00;7.938610e-01;3.964900e-01;2.557240e-01;2.903480e-01;3.035980e-01;3.085450e-01;5.805230e-01;
11200000;1.405811e+00;7.280970e-01;4.085280e-01;2.820400e-01;2.287480e-01;2.476480e-01;3.467600e-01;3.810020e-01;
11300000;1.414364e+00;7.377520e-01;4.109650e-01;2.616270e-01;2.353520e-01;2.812210e-01;2.789640e-01;3.993930e-01;
11400000;1.481239e+00;7.452060e-01;4.165040e-01;2.561520e-01;2.742840e-01;3.259140e-01;2.997060e-01;3.696330e-01;
11500000;1.441342e+00;7.401720e-01;4.125920e-01;3.002220e-01;2.549950e-01;2.650920e-01;3.056840e-01;4.223190e-01;
11600000;1.520708e+00;7.911700e-01;4.196370e-01;2.885280e-01;2.667670e-01;2.621820e-01;3.098150e-01;3.354760e-01;
11700000;1.512523e+00;7.478830e-01;4.146930e-01;2.685360e-01;2.443630e-01;2.745910e-01;2.779830e-01;3.845870e-01;
11800000;1.497329e+00;7.988570e-01;4.541780e-01;3.115920e-01;3.078880e-01;3.208530e-01;3.517600e-01;7.844120e-01;
11900000;1.499130e+00;7.986060e-01;4.297240e-01;2.840890e-01;2.461900e-01;2.437600e-01;3.071190e-01;3.997600e-01;
12000000;1.511240e+00;8.062930e-01;4.377720e-01;2.970360e-01;2.868170e-01;3.030100e-01;2.637330e-01;4.162360e-01;
12100000;1.518102e+00;7.856560e-01;4.659100e-01;3.215650e-01;2.835730e-01;3.088410e-01;3.049940e-01;4.618710e-01;
12200000;1.552472e+00;8.075080e-01;4.423060e-01;3.266220e-01;2.670070e-01;2.641730e-01;2.601170e-01;3.170000e-01;
12300000;1.551137e+00;7.984940e-01;4.446800e-01;2.994380e-01;2.795280e-01;2.647310e-01;3.033130e-01;3.219520e-01;
12400000;1.563192e+00;8.120010e-01;4.439740e-01;3.159100e-01;3.046980e-01;2.603820e-01;3.458220e-01;3.191480e-01;
12500000;1.638298e+00;8.784560e-01;4.889440e-01;3.222930e-01;3.095700e-01;2.968260e-01;3.178090e-01;4.687920e-01;
12600000;1.604203e+00;8.334280e-01;4.961760e-01;3.458930e-01;2.910850e-01;2.833450e-01;3.189690e-01;3.757410e-01;
12700000;1.608633e+00;8.791420e-01;4.659580e-01;3.068420e-01;2.906550e-01;2.962460e-01;3.543410e-01;4.864050e-01;
12800000;1.611757e+00;9.203670e-01;4.688160e-01;3.501440e-01;3.108860e-01;3.341880e-01;3.318240e-01;4.091590e-01;
12900000;1.713224e+00;8.472160e-01;5.306620e-01;3.578140e-01;2.451940e-01;2.773620e-01;3.437690e-01;5.339860e-01;
13000000;1.695611e+00;8.465730e-01;4.902070e-01;3.302060e-01;3.006070e-01;3.373910e-01;3.822380e-01;7.039350e-01;
13100000;1.647558e+00;8.672360e-01;4.682800e-01;3.049070e-01;2.494650e-01;2.930800e-01;3.358520e-01;4.265570e-01;
13200000;1.665773e+00;8.660340e-01;4.799630e-01;2.992470e-01;2.563230e-01;3.443850e-01;3.031140e-01;6.238510e-01;
13300000;1.699307e+00;8.671750e-01;4.820250e-01;3.319490e-01;2.763630e-01;2.990080e-01;3.094550e-01;4.245790e-01;
13400000;1.683532e+00;8.702240e-01;4.798790e-01;3.031420e-01;2.780320e-01;2.733910e-01;2.984050e-01;3.889540e-01;
13500000;1.704868e+00;8.974030e-01;4.878950e-01;2.999250e-01;2.797840e-01;3.263090e-01;4.658930e-01;5.914760e-01;
13600000;1.712475e+00;8.879060e-01;4.890870e-01;3.274610e-01;2.768950e-01;3.030450e-01;4.234400e-01;4.416880e-01;
13700000;1.724233e+00;8.960950e-01;4.937540e-01;3.168950e-01;2.640650e-01;3.282000e-01;3.852970e-01;5.256020e-01;
13800000;1.748493e+00;9.292480e-01;5.255500e-01;3.293380e-01;3.121610e-01;3.069710e-01;3.394110e-01;3.702220e-01;
13900000;1.819757e+00;9.786940e-01;5.072680e-01;3.423140e-01;2.646770e-01;2.904040e-01;4.446600e-01;3.743100e-01;
14000000;1.896603e+00;9.082520e-01;4.970220e-01;3.198100e-01;2.639170e-01;3.159630e-01;3.292230e-01;5.253730e-01;
14100000;1.799495e+00;9.263350e-01;5.085660e-01;3.434980e-01;2.713720e-01;2.880040e-01;2.988250e-01;4.076670e-01;
14200000;1.799297e+00;9.391450e-01;5.078820e-01;3.408330e-01;3.050930e-01;3.799070e-01;3.817080e-01;5.847510e-01;
14300000;1.837712e+00;9.525270e-01;5.241130e-01;3.314430e-01;3.219180e-01;3.410210e-01;4.537060e-01;4.830430e-01;
14400000;1.832768e+00;9.457650e-01;5.208230e-01;3.263120e-01;3.186550e-01;3.450380e-01;3.817120e-01;4.906250e-01;
14500000;1.822135e+00;9.442570e-01;5.625010e-01;3.244410e-01;5.431050e-01;
14600000;
14700000;
14800000;
14900000;
15000000;
15100000;
15200000;
15300000;
15400000;
15500000;
15600000;
15700000;
15800000;
15900000;
16000000;
16100000;
16200000;
16300000;
16400000;
16500000;
16600000;
16700000;
16800000;
16900000;
17000000;
17100000;
17200000;
17300000;
17400000;
17500000;
17600000;
17700000;
17800000;
17900000;
18000000;
18100000;
18200000;
18300000;
18400000;
18500000;
18600000;
18700000;
18800000;
18900000;
19000000;
19100000;
19200000;
19300000;
19400000;
19500000;
19600000;
19700000;
19800000;
19900000;
20000000;
20100000;
20200000;
20300000;
20400000;
20500000;
20600000;
20700000;
20800000;
20900000;
